label,message
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
spam,Claim your free iPhone now. Limited time offer: tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,"Hey, are we still meeting at 3 PM today?"
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
ham,What time are we leaving for the airport?
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
ham,Your package has been delivered. Check your doorstep.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Win a 1000 USD cash prize. Act fast! bit.ly/free-win
spam,Congratulations! You've won a 5000 INR gift card. Click here: tinyurl.com/claimnow
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Win a 100 USD cash prize. Act fast! bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You’re approved for a loan up to 100 GBP. Apply at clicknow.com/deal
ham,Your package has been delivered. Check your doorstep.
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 500 GBP. Apply at offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Get 1000 followers instantly for free. Just click offer.link/win
spam,"Limited time offer! Buy one laptop, get one free. Visit: offer.link/win"
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,"Hey, what's your plan for this weekend?"
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
spam,Join our exclusive crypto airdrop today. Limited slots: bit.ly/free-win
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,Can you send me the notes from yesterday's class?
ham,Please find the attached invoice for this month's services.
ham,Let's catch up over lunch tomorrow!
spam,Your mobile number has won 500 INR. Contact us at offer.link/win
spam,Act now to secure your free trial of gift box. Offer expires today!
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,"Limited time offer! Buy one laptop, get one free. Visit: clicknow.com/deal"
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Dinner plans confirmed at Goa for tonight!
ham,Don't forget to pick up groceries on your way home.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Congratulations! You have been selected for a VIP membership. Click: bit.ly/free-win
ham,Let's catch up over lunch tomorrow!
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Get 1000 followers instantly for free. Just click clicknow.com/deal
spam,Get 1000 followers instantly for free. Just click offer.link/win
ham,Please find the attached invoice for this month's services.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Exclusive deal: Free laptop inside. Tap here: bit.ly/free-win
spam,You have been selected for a free vacation to Bali. Confirm now at clicknow.com/deal
spam,You are the lucky winner of our holiday sweepstakes! Confirm at bit.ly/free-win
spam,You’ve won a free headphones! Claim it now at clicknow.com/deal
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,Final notice: You're eligible for a tax refund. Submit details at bit.ly/free-win
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Meeting rescheduled to 10 AM. Please confirm availability.
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Join our exclusive crypto airdrop today. Limited slots: bit.ly/free-win
ham,Can you send me that PDF when you're done?
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Dinner plans confirmed at Goa for tonight!
spam,You've been selected! Redeem your prize now at offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
ham,"Hey, are we still meeting at 3 PM today?"
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
spam,Congratulations! You have been selected for a VIP membership. Click: offer.link/win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
ham,"Hey, are we still meeting at noon today?"
ham,Dinner plans confirmed at Goa for tonight!
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Newsletter: Top productivity tips for remote workers inside!
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Please find the attached invoice for this month's services.
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
spam,Win a 100 USD cash prize. Act fast! bit.ly/free-win
ham,Dinner plans confirmed at the Maldives for tonight!
ham,What time are we leaving for the airport?
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Congratulations! You've won a 1000 INR gift card. Click here: tinyurl.com/claimnow
ham,"Hey, are we still meeting at noon today?"
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Win a 5000 EUR cash prize. Act fast! tinyurl.com/claimnow
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
ham,Just checking in. How's everything going with you?
ham,What time are we leaving for the airport?
spam,Claim your free laptop now. Limited time offer: bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Can you send me that PDF when you're done?
spam,You've been selected! Redeem your prize now at offer.link/win
spam,You’re approved for a loan up to 500 INR. Apply at offer.link/win
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
spam,This is not a scam! Claim your inheritance now: clicknow.com/deal
spam,Your mobile number has won 500 GBP. Contact us at clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Congratulations! You have been selected for a VIP membership. Click: offer.link/win
spam,You have been selected for a free vacation to Goa. Confirm now at tinyurl.com/claimnow
ham,Let’s book tickets for the movie tonight.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
spam,Your mobile number has won 500 GBP. Contact us at clicknow.com/deal
ham,Please find the attached invoice for this month's services.
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
spam,Win a 5000 GBP cash prize. Act fast! clicknow.com/deal
spam,You’re approved for a loan up to 500 GBP. Apply at bit.ly/free-win
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,What time are we leaving for the airport?
ham,Let's catch up over lunch tomorrow!
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,Your package has been delivered. Check your doorstep.
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Goa. Confirm now at offer.link/win
ham,Your package has been delivered. Check your doorstep.
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,Call me when you're free. Need to discuss something important.
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
spam,Final notice: You're eligible for a tax refund. Submit details at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
spam,Free prize alert! Claim your gift box now. Go to clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
spam,You’ve won a free headphones! Claim it now at bit.ly/free-win
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Claim your free laptop now. Limited time offer: clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,Just checking in. How's everything going with you?
spam,Claim your free gift box now. Limited time offer: bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You’re approved for a loan up to 5000 EUR. Apply at clicknow.com/deal
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Let's catch up over lunch tomorrow!
spam,Your mobile number has won 5000 EUR. Contact us at tinyurl.com/claimnow
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Let's catch up over lunch tomorrow!
spam,Claim your free laptop now. Limited time offer: offer.link/win
ham,Don't forget to pick up groceries on your way home.
ham,What time are we leaving for the airport?
ham,Can you send me the notes from yesterday's class?
spam,Win a 5000 GBP cash prize. Act fast! bit.ly/free-win
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Can you send me the notes from yesterday's class?
ham,Just checking in. How's everything going with you?
spam,You've been selected! Redeem your prize now at offer.link/win
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,Dinner plans confirmed at the Maldives for tonight!
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Claim your free gift box now. Limited time offer: clicknow.com/deal
spam,You've been selected! Redeem your prize now at offer.link/win
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,You have been selected for a free vacation to Paris. Confirm now at bit.ly/free-win
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Your mobile number has won 1000 GBP. Contact us at bit.ly/free-win
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Your mobile number has won 500 GBP. Contact us at clicknow.com/deal
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Congratulations! You've won a 500 EUR gift card. Click here: clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
ham,Your package has been delivered. Check your doorstep.
spam,Congratulations! You have been selected for a VIP membership. Click: offer.link/win
ham,Meeting rescheduled to noon. Please confirm availability.
ham,What time are we leaving for the airport?
ham,Your package has been delivered. Check your doorstep.
ham,What time are we leaving for the airport?
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
spam,Get your bonus gift today: headphones for free at clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,Claim your free iPhone now. Limited time offer: clicknow.com/deal
ham,Can you send me that PDF when you're done?
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,What time are we leaving for the airport?
ham,Thanks for the help earlier. Really appreciate it!
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
spam,You’re approved for a loan up to 500 GBP. Apply at bit.ly/free-win
spam,Win a 100 INR cash prize. Act fast! clicknow.com/deal
spam,Win a 100 INR cash prize. Act fast! bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
spam,Pay ₹50 today and win a smartphone. Limited time only! offer.link/win
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Let's catch up over lunch tomorrow!
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Dinner plans confirmed at Bali for tonight!
spam,Your mobile number has won 500 GBP. Contact us at tinyurl.com/claimnow
ham,Meeting rescheduled to noon. Please confirm availability.
ham,Dinner plans confirmed at Bali for tonight!
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Dinner plans confirmed at Paris for tonight!
spam,You have been selected for a free vacation to Goa. Confirm now at offer.link/win
ham,Your package has been delivered. Check your doorstep.
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You have been selected for a free vacation to Goa. Confirm now at tinyurl.com/claimnow
ham,What time are we leaving for the airport?
ham,Can you send me the notes from yesterday's class?
ham,Don't forget to pick up groceries on your way home.
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Dinner plans confirmed at the Maldives for tonight!
ham,"Hey, are we still meeting at noon today?"
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,Act now to secure your free trial of laptop. Offer expires today!
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Can you send me that PDF when you're done?
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Can you send me that PDF when you're done?
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You've won a 1000 EUR gift card. Click here: offer.link/win
spam,"Limited time offer! Buy one laptop, get one free. Visit: tinyurl.com/claimnow"
ham,Dinner plans confirmed at Bali for tonight!
ham,What time are we leaving for the airport?
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
spam,This is not a scam! Claim your inheritance now: offer.link/win
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You’re approved for a loan up to 1000 GBP. Apply at clicknow.com/deal
ham,Let’s book tickets for the movie tonight.
ham,"Hey, what's your plan for this weekend?"
ham,Call me when you're free. Need to discuss something important.
ham,Can you send me the notes from yesterday's class?
spam,Your mobile number has won 100 GBP. Contact us at tinyurl.com/claimnow
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You’re approved for a loan up to 100 GBP. Apply at tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Win a 100 EUR cash prize. Act fast! bit.ly/free-win
ham,"Hey, are we still meeting at noon today?"
ham,Can you send me the notes from yesterday's class?
ham,Let's catch up over lunch tomorrow!
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
ham,What time are we leaving for the airport?
ham,Dinner plans confirmed at Goa for tonight!
spam,You have been selected for a free vacation to the Maldives. Confirm now at clicknow.com/deal
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
spam,Congratulations! You've won a 500 INR gift card. Click here: offer.link/win
ham,Dinner plans confirmed at the Maldives for tonight!
spam,Win a 5000 USD cash prize. Act fast! offer.link/win
spam,You’re approved for a loan up to 100 INR. Apply at tinyurl.com/claimnow
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Can you send me that PDF when you're done?
spam,Congratulations! You've won a 5000 USD gift card. Click here: bit.ly/free-win
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,You have been selected for a free vacation to the Maldives. Confirm now at bit.ly/free-win
spam,"Dear user, your account will be deactivated. Verify immediately at clicknow.com/deal"
spam,Claim your free headphones now. Limited time offer: tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
ham,Don't forget to pick up groceries on your way home.
ham,Call me when you're free. Need to discuss something important.
ham,Let’s book tickets for the movie tonight.
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Call me when you're free. Need to discuss something important.
spam,Congratulations! You've won a 5000 GBP gift card. Click here: bit.ly/free-win
ham,Please find the attached invoice for this month's services.
ham,Let’s book tickets for the movie tonight.
ham,Your package has been delivered. Check your doorstep.
ham,Can you send me the notes from yesterday's class?
spam,Special offer: 500 GBP gift card for you. Click clicknow.com/deal
spam,Final notice: You're eligible for a tax refund. Submit details at bit.ly/free-win
spam,Claim your free iPhone now. Limited time offer: bit.ly/free-win
ham,What time are we leaving for the airport?
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,What time are we leaving for the airport?
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Let's catch up over lunch tomorrow!
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
ham,"Hey, are we still meeting at 10 AM today?"
ham,Thanks for the help earlier. Really appreciate it!
ham,Dinner plans confirmed at Paris for tonight!
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
ham,"Hey, are we still meeting at noon today?"
ham,What time are we leaving for the airport?
ham,Please find the attached invoice for this month's services.
ham,Thanks for the help earlier. Really appreciate it!
ham,Just checking in. How's everything going with you?
spam,Congratulations! You've won a 500 USD gift card. Click here: offer.link/win
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,"Limited time offer! Buy one headphones, get one free. Visit: offer.link/win"
spam,Congratulations! You've won a 500 INR gift card. Click here: clicknow.com/deal
ham,"Hey, are we still meeting at noon today?"
spam,Your mobile number has won 100 EUR. Contact us at tinyurl.com/claimnow
spam,You have been selected for a free vacation to Bali. Confirm now at offer.link/win
ham,Just checking in. How's everything going with you?
spam,You’re approved for a loan up to 100 EUR. Apply at tinyurl.com/claimnow
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
ham,"Hey, what's your plan for this weekend?"
spam,Lucky winner! Free laptop just for you. Click bit.ly/free-win
ham,What time are we leaving for the airport?
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,Call me when you're free. Need to discuss something important.
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Can you send me the notes from yesterday's class?
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
ham,Dinner plans confirmed at Paris for tonight!
spam,Congratulations! You've won a 500 INR gift card. Click here: bit.ly/free-win
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
ham,"Hey, what's your plan for this weekend?"
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
ham,What time are we leaving for the airport?
ham,Dinner plans confirmed at the Maldives for tonight!
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You’re approved for a loan up to 100 GBP. Apply at clicknow.com/deal
spam,Claim your free gift box now. Limited time offer: tinyurl.com/claimnow
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,Congratulations! You've won a 1000 EUR gift card. Click here: tinyurl.com/claimnow
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
ham,Dinner plans confirmed at Goa for tonight!
ham,Just checking in. How's everything going with you?
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 1000 USD. Apply at offer.link/win
spam,You have been selected for a free vacation to Bali. Confirm now at tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,"Limited time offer! Buy one gift box, get one free. Visit: tinyurl.com/claimnow"
spam,Win a 100 GBP cash prize. Act fast! tinyurl.com/claimnow
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Just checking in. How's everything going with you?
spam,Congratulations! You've won a 500 INR gift card. Click here: offer.link/win
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,Get 1000 followers instantly for free. Just click offer.link/win
ham,Your package has been delivered. Check your doorstep.
spam,Claim your free gift box now. Limited time offer: clicknow.com/deal
spam,This is not a scam! Claim your inheritance now: offer.link/win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Your package has been delivered. Check your doorstep.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Congratulations! You've won a 100 INR gift card. Click here: bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
spam,Get your bonus gift today: gift box for free at bit.ly/free-win
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Win a 1000 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
spam,"Limited time offer! Buy one headphones, get one free. Visit: bit.ly/free-win"
ham,Can you send me the notes from yesterday's class?
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
ham,Let's catch up over lunch tomorrow!
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
spam,You’re approved for a loan up to 5000 INR. Apply at clicknow.com/deal
ham,Reminder: Team meeting scheduled for tomorrow at noon.
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
spam,Congratulations! You've won a 5000 USD gift card. Click here: offer.link/win
spam,Get your bonus gift today: laptop for free at tinyurl.com/claimnow
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Claim your free laptop now. Limited time offer: bit.ly/free-win
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,You have been selected for a free vacation to Goa. Confirm now at offer.link/win
ham,Dinner plans confirmed at the Maldives for tonight!
spam,You’re approved for a loan up to 5000 USD. Apply at offer.link/win
ham,Let's catch up over lunch tomorrow!
ham,Call me when you're free. Need to discuss something important.
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Your package has been delivered. Check your doorstep.
ham,Let's catch up over lunch tomorrow!
ham,Don't forget to pick up groceries on your way home.
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,"Dear user, your account will be deactivated. Verify immediately at clicknow.com/deal"
spam,Your mobile number has won 1000 USD. Contact us at bit.ly/free-win
ham,Let’s book tickets for the movie tonight.
spam,Win a 500 INR cash prize. Act fast! clicknow.com/deal
spam,Free Netflix account for 1 year. Join here: bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,You've been selected! Redeem your prize now at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Please find the attached invoice for this month's services.
spam,Congratulations! You've won a 500 INR gift card. Click here: clicknow.com/deal
ham,What time are we leaving for the airport?
ham,Dinner plans confirmed at Bali for tonight!
ham,Your package has been delivered. Check your doorstep.
spam,Congratulations! You've won a 1000 EUR gift card. Click here: tinyurl.com/claimnow
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
ham,Call me when you're free. Need to discuss something important.
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
spam,Get 1000 followers instantly for free. Just click offer.link/win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,"Hey, what's your plan for this weekend?"
ham,Reminder: Team meeting scheduled for tomorrow at noon.
spam,Your mobile number has won 500 INR. Contact us at bit.ly/free-win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Win a 1000 GBP cash prize. Act fast! tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
ham,Let's catch up over lunch tomorrow!
ham,Dinner plans confirmed at Bali for tonight!
spam,Congratulations! You've won a 1000 EUR gift card. Click here: tinyurl.com/claimnow
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Newsletter: Top productivity tips for remote workers inside!
spam,"Limited time offer! Buy one headphones, get one free. Visit: offer.link/win"
ham,Reminder: Team meeting scheduled for tomorrow at noon.
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,You have been selected for a free vacation to Goa. Confirm now at bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,"Hey, what's your plan for this weekend?"
spam,Win a 5000 GBP cash prize. Act fast! offer.link/win
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Call me when you're free. Need to discuss something important.
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Paris. Confirm now at clicknow.com/deal
ham,Dinner plans confirmed at Bali for tonight!
spam,"Limited time offer! Buy one laptop, get one free. Visit: clicknow.com/deal"
spam,You've been selected! Redeem your prize now at bit.ly/free-win
ham,What time are we leaving for the airport?
ham,Meeting rescheduled to noon. Please confirm availability.
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,You’re approved for a loan up to 5000 GBP. Apply at offer.link/win
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
ham,Dinner plans confirmed at Bali for tonight!
ham,Just checking in. How's everything going with you?
spam,"Limited time offer! Buy one iPhone, get one free. Visit: bit.ly/free-win"
spam,Claim your free gift box now. Limited time offer: clicknow.com/deal
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,Can you send me that PDF when you're done?
spam,Your mobile number has won 500 EUR. Contact us at tinyurl.com/claimnow
